Gene,log2_FoldChange,minus_log10_pvalue
PPAN,0.177,0.234554982
P2RY11,0.04916,0.088735829
EIF3G,-0.1722,0.383944805
DNMT1,-0.09092,0.242831808
S1PR2,-0.3892,0.692290077
MRPL4,0.1006,0.471597562
ICAM5,0.1857,0.294649537
ZGLP1,-0.2165,0.263444153
FDX1L,0.0549,0.149660145
RAVER1,-0.1775,0.515273196
ICAM3,0.2309,0.590066877
TYK2,-0.303,0.612610174
CDC37,-0.1146,0.45655282
PDE4A,0.2444,0.50751899
KEAP1,0.07551,0.122283199
ATG4D,0.1756,0.425043224
KRI1,-0.2572,0.796423225
CDKN2D,0.1501,0.223880201
SLC44A2,-0.2956,0.885389016
ILF3,-0.1893,0.363010898
QTRT1,-0.1694,0.552686891
DNM2,-0.1074,0.611011215
TMED1,-0.09403,0.18124641
C19orf38,-0.3995,0.517841305
YIPF2,0.07049,0.097453221
C19orf52,0.08042,0.313274379
SMARCA4,0.1054,0.217814134
SPC24,-0.51,0.876148359
C19orf80,-0.3112,0.371917739
TSPAN16,0.02292,0.025258095
RAB3D,0.07554,0.27417001
TMEM205,0.1025,0.2612987
CCDC159,-0.1128,0.145329668
SWSAP1,-0.1056,0.222428195
EPOR,0.0896,0.14917004
RGL3,-0.3292,0.417482116
CCDC151,0.21,0.333575627
PRKCSH,-0.2273,0.536405598
ELAVL3,0.2093,0.319211388
ZNF653,0.3763,0.966174306
ECSIT,-0.03466,0.042488489
ACP5,-0.0736,0.070427821
ZNF627,0.2326,0.623605558
ZNF833P,-0.2619,0.335170059
ZNF823,-0.004857,0.007137329
ZNF441,0.2387,0.62178385
ZNF491,0.2085,0.252899069
ZNF440,0.167,0.329846955
ZNF439,-0.04348,0.062030997
ZNF69,-0.2594,0.307417438
ZNF700,0.01252,0.024614151
ZNF763,0.03096,0.031657169
ZNF878,-0.4132,0.574791949
ZNF844,0.02445,0.041531682
ZNF788,-0.3014,0.438064237
ZNF625-ZNF20,-0.2454,0.301551462
ZNF625,0.2482,0.479516467
ZNF136,0.1252,0.479647496
ZNF44,0.216,0.507379278
ZNF563,-0.37,0.760200182
ZNF442,0.003503,0.00515515
ZNF799,-0.1865,0.311936303
ZNF443,-0.06486,0.139781815
ZNF709,0.2413,0.674895017
ZNF490,0.2632,0.88008459
WDR83,0.1407,0.351347305
WDR83OS,-0.02507,0.048176965
DHPS,0.03285,0.036212173
FBXW9,0.09995,0.129654629
TNPO2,0.0967,0.125228363
C19orf43,-0.05902,0.114130139
ASNA1,0.03397,0.053842605
HOOK2,-0.04573,0.109634879
PRDX2,-0.03658,0.108351056
RNASEH2A,-0.0347,0.038246786
RTBDN,0.4734,0.831502516
MAST1,0.1872,0.212964818
DNASE2,-0.1316,0.288192771
GCDH,-0.188,0.257589119
SYCE2,0.04259,0.068592986
FARSA,0.1605,0.624153564
CALR,-0.3851,0.814741235
RAD23A,-0.02329,0.048954052
GADD45GIP1,-0.05769,0.119072135
DAND5,0.0741,0.071194629
NACC1,-0.1139,0.190574971
IER2,-0.1972,0.307417438
CCDC130,-0.08708,0.13834613
MRI1,-0.007688,0.009527946
C19orf53,-0.09132,0.226798858
ZSWIM4,0.3077,0.63638802
LOC284454,-0.1108,0.109634879
NANOS3,0.02511,0.031563752
C19orf57,0.2347,0.385419133
CC2D1A,-0.1492,0.248105312
PODNL1,-0.06752,0.095068173
DCAF15,0.0104,0.019451261
RFX1,-0.1342,0.208941256
IL27RA,0.02909,0.04282387
PALM3,-0.1562,0.219538667
SAMD1,0.03251,0.078209514
PRKACA,-0.02653,0.065451052
ASF1B,-0.3385,0.437707136
LOC100507373,0.09037,0.126156467
LPHN1,0.1326,0.287013766
CD97,-0.2396,0.361311113
PKN1,-0.1065,0.257589119
PTGER1,-0.3915,0.507938395
GIPC1,-0.03847,0.063787956
TECR,-0.0697,0.129420539
NDUFB7,0.06886,0.141462802
ZNF333,0.02424,0.026318081
EMR2,-0.04268,0.041436117
SLC1A6,-0.1544,0.192464972
SYDE1,-0.42,0.580374639
ILVBL,0.04756,0.113058294
EPHX3,-0.2067,0.235375602
AKAP8,-0.06264,0.088895682
WIZ,0.06297,0.148130399
RASAL3,-0.1927,0.205860644
CYP4F24P,-0.0263,0.023879382
RAB8A,-0.02994,0.041292809
HSH2D,0.2074,0.289290434
FAM32A,0.157,0.393081474
AP1M1,0.1458,0.59209946
EPS15L1,-0.03049,0.041054068
CALR3,0.5151,0.724458312
C19orf44,-0.04419,0.088576035
CHERP,0.1719,0.342657263
SLC35E1,0.1291,0.276380164
MED26,0.02938,0.097779472
C19orf42,-0.09037,0.314079208
TMEM38A,0.01672,0.03891128
NWD1,0.2886,0.4015378
SIN3B,0.03637,0.075410614
CPAMD8,-0.4619,0.640923774
HAUS8,-0.2625,0.536853863
MYO9B,-0.2796,0.57626275
USE1,-0.003193,0.004847623
OCEL1,0.1803,0.677160727
NR2F6,-0.2031,0.43985416
USHBP1,-0.4128,0.557833914
BABAM1,-0.07005,0.19983301
ANKLE1,0.05391,0.055221319
ABHD8,0.02863,0.067779986
MRPL34,-0.1436,0.243820483
DDA1,0.1547,0.703773713
ANO8,0.1355,0.178093623
GTPBP3,0.203,0.310602337
FAM125A,-0.2246,0.692503962
SLC27A1,-0.1337,0.216096421
PGLS,-0.1993,0.580870692
FAM129C,0.1938,0.262807357
GLT25D1,-0.309,0.910094889
UNC13A,0.2863,0.460547508
MAP1S,0.1786,0.527682454
FCHO1,0.0839,0.100891142
INSL3,0.1042,0.1035289
JAK3,-0.2098,0.255628773
RPL18A,-0.2995,0.506123889
SNORA68,-0.301,0.38563016
SLC5A5,-0.3858,0.550521601
CCDC124,0.0156,0.036873559
KCNN1,0.1556,0.196542884
MAST3,0.04728,0.06641149
PIK3R2,0.01038,0.031143625
IFI30,-0.3326,0.7490923
MPV17L2,0.06935,0.104025268
RAB3A,0.1533,0.176004409
KIAA1683,0.02193,0.027426919
LSM4,0.0169,0.038389092
PGPEP1,-0.08861,0.121708051
SSBP4,-0.1523,0.36713796
ISYNA1,-0.3274,0.680685696
ELL,0.03661,0.114243119
KXD1,-0.2106,0.617622697
UBA52,-0.2698,0.505011026
C19orf60,0.07201,0.252199909
CRLF1,-0.4373,0.618343517
TMEM59L,0.1564,0.197363082
KLHL26,0.0502,0.094365999
CRTC1,0.1404,0.510885631
COMP,-0.455,0.627456199
UPF1,0.07182,0.163865851
CERS1,0.1664,0.223298816
COPE,-0.02091,0.046917156
DDX49,-0.02983,0.051147094
HOMER3,-0.1007,0.194227368
SUGP2,-0.0276,0.035976207
ARMC6,0.07934,0.181840114
SLC25A42,-0.0405,0.062331686
TMEM161A,-0.238,0.829738285
MEF2BNB,0.2887,0.83386603
RFXANK,0.0498,0.095771484
NR2C2AP,0.03231,0.052174316
HAPLN4,0.2952,0.367542708
TM6SF2,-0.2351,0.311402225
SUGP1,0.04722,0.169218924
MAU2,0.001996,0.004101676
GATAD2A,0.02145,0.037583307
TSSK6,0.1508,0.212539525
NDUFA13,0.04436,0.141462802
YJEFN3,0.08634,0.084547398
CILP2,-0.4953,0.777803954
LPAR2,-0.1419,0.165897344
GMIP,0.1792,0.285921835
ATP13A1,-0.03591,0.069713353
ZNF101,-0.1331,0.21346152
LOC284440,0.06675,0.11787408
ZNF506,-0.05174,0.108797173
ZNF253,0.1847,0.258454483
ZNF93,-0.1422,0.191789027
ZNF682,0.02724,0.034046111
ZNF486,-0.3217,0.591760035
ZNF737,0.1786,0.361610592
ZNF626,-0.1874,0.242148656
ZNF85,-0.107,0.143815073
ZNF430,0.253,0.775208044
ZNF714,-0.3641,0.628378073
ZNF431,-0.2448,0.376543952
ZNF708,0.2554,0.460046158
ZNF738,-0.05836,0.081707487
ZNF493,0.2321,0.428174751
LOC400680,-0.1926,0.205511953
ZNF429,0.07786,0.099523629
ZNF100,-0.04383,0.057942316
LOC641367,-0.2233,0.263603498
ZNF43,0.1992,0.313631897
ZNF724P,0.08008,0.098650675
ZNF91,0.1259,0.349109922
ZNF681,0.2146,0.35349825
ZNF726,-0.131,0.148558185
ZNF254,0.1403,0.36181036
LOC100101266,-0.1177,0.117190959
LOC148189,0.1672,0.19368433
UQCRFS1,0.02493,0.050024822
LOC284395,-0.5444,0.782516056
VSTM2B,-0.594,0.910448117
POP4,0.1673,0.246034134
PLEKHF1,-0.2688,0.550984684
C19orf12,0.2141,0.339039708
URI1,-0.06679,0.21481258
TSHZ3,-0.1416,0.386263859
ZNF507,0.1555,0.557363474
LOC400684,-0.01446,0.013586595
DPY19L3,-0.2218,0.754734161
PDCD5,-0.01039,0.025304128
ANKRD27,-0.03134,0.057991947
RGS9BP,0.1706,0.233289793
NUDT19,-0.09487,0.105462415
TDRD12,0.1898,0.215240105
SLC7A9,0.195,0.208941256
CEP89,0.03406,0.08102657
C19orf40,0.1388,0.165642887
RHPN2,0.1151,0.212327035
GPATCH1,-0.06016,0.167363372
WDR88,0.02358,0.037583307
LRP3,0.2091,0.455931956
SLC7A10,-0.1307,0.131414333
CEBPA,-0.2485,0.298086789
LOC80054,-0.5932,0.91721463
PEPD,-0.2328,0.586700236
CHST8,-0.2149,0.243363892
KCTD15,0.1409,0.685711339
LSM14A,-0.1456,0.480565805
KIAA0355,0.03603,0.073040512
GPI,0.1389,0.245269531
PDCD2L,0.1491,0.306097259
UBA2,0.04403,0.085339569
WTIP,-0.3127,0.521577812
SCGB1B2P,0.2633,0.390192231
SCGB2B2,0.383,0.487315604
ZNF302,0.336,0.587035728
ZNF181,0.3119,0.63638802
ZNF599,0.4205,0.830031826
LOC400685,-0.2962,0.521000868
ZNF792,0.05136,0.09350334
SCN1B,0.1816,0.208870999
FXYD3,-0.03113,0.028538595
LGI4,-0.07217,0.081445469
FXYD1,-0.08664,0.100234198
FXYD7,-0.05487,0.052664324
USF2,0.0171,0.025949097
KRTDAP,-0.3297,0.423198104
DMKN,-0.2364,0.264081883
SBSN,-0.2823,0.338850143
GAPDHS,0.3067,0.589560214
LOC100506469,-0.008272,0.014034922
TMEM147,-0.02557,0.053154886
ATP4A,0.2931,0.382685067
HAUS5,-0.1999,0.403402904
RBM42,0.1477,0.34930402
COX6B1,-0.07667,0.182038195
UPK1A,-0.4705,0.639028116
ZBTB32,-0.2017,0.216739767
IGFLR1,-0.1574,0.204189475
U2AF1L4,0.08234,0.142546883
PSENEN,0.1081,0.187554597
LIN37,0.09381,0.249800272
ARHGAP33,-0.01248,0.013228266
NPHS1,-0.3043,0.368454772
KIRREL2,-0.1336,0.154653863
APLP1,0.1032,0.169989064
NFKBID,-0.05374,0.071041159
HCST,-0.1148,0.122801485
LRFN3,0.2276,0.560193789
SDHAF1,0.1943,0.555018888
C19orf46,-0.1678,0.174833628
ALKBH6,0.02219,0.053990115
THAP8,-0.03316,0.082704599
POLR2I,0.06882,0.181378274
TBCB,0.06531,0.12482294
CAPNS1,-0.2181,0.486649201
ZNF565,0.1737,0.579054594
ZNF146,0.07837,0.167938385
LOC100506930,0.02763,0.044360347
ZFP14,0.1543,0.523458191
ZFP82,0.1977,0.319664487
ZNF566,0.1611,0.615646586
LOC728752,0.0603,0.065249125
ZNF260,0.08677,0.1856858
ZNF529,-0.1059,0.154653863
ZNF382,0.1969,0.499077761
ZNF461,0.2267,0.575608446
ZNF567,0.1123,0.395557934
ZNF850,-0.09587,0.134777544
LOC284408,0.08645,0.083335535
ZNF790,-0.07411,0.089428952
ZNF345,0.1547,0.308741642
ZNF829,0.2796,0.445389715
ZNF568,0.2489,0.679853714
ZNF420,0.1564,0.474307475
ZNF585A,-0.002902,0.005550863
ZNF585B,-0.07654,0.101713721
ZNF383,0.03451,0.062431961
LOC284412,0.3807,0.546834607
HKR1,-0.02283,0.039481657
ZNF527,0.3023,0.650722473
ZNF569,0.1403,0.740645073
ZNF793,0.1862,0.744727495
LOC100507433,0.3004,0.427476902
ZNF571,0.0852,0.179076412
ZFP30,0.228,0.788345599
ZNF781,0.2005,0.247874693
ZNF607,0.07271,0.173342208
ZNF573,-0.1209,0.257982253
LOC100631378,0.3732,0.485717952
WDR87,-0.3778,0.47469599
DPF1,0.2271,0.310957661
PPP1R14A,-0.3506,0.431798276
SPINT2,0.2716,0.51684079
YIF1B,0.2407,0.492819023
KCNK6,-0.08729,0.084125497
CATSPERG,0.152,0.15814019
PSMD8,-0.01389,0.027982401
GGN,0.3969,0.91649738
FAM98C,0.2128,0.684239509
RASGRP4,0.1335,0.142185222
MAP4K1,0.02829,0.030817141
EIF3K,-0.125,0.269783159
ACTN4,-0.3128,0.826231177
CAPN12,0.05984,0.056456023
LGALS4,0.2247,0.250340968
ECH1,0.0764,0.208028799
HNRNPL,-0.2607,0.501965276
RINL,-0.04715,0.04759506
SIRT2,0.02213,0.043591429
NFKBIB,-0.08295,0.179273237
LOC643669,0.04768,0.046868775
SARS2,-0.07465,0.17050325
MRPS12,0.1197,0.241845378
FBXO27,0.1491,0.191114133
PAK4,-0.1904,0.580870692
NCCRP1,-0.2597,0.306273051
LRFN1,0.3143,0.762707662
GMFG,0.5784,0.873543887
PAF1,0.1057,0.373865021
MED29,0.0975,0.234182485
ZFP36,-0.2751,0.419759492
PLEKHG2,0.07546,0.187822226
RPS16,-0.2669,0.42181939
TIMM50,0.06989,0.20481541
DLL3,0.2814,0.48624985
SELV,0.0517,0.048662481
EID2,0.2642,0.361710465
DYRK1B,0.07585,0.161654731
FBL,-0.3397,0.800793521
FCGBP,-0.1656,0.185952279
PSMC4,0.152,0.401428337
ZNF546,0.1034,0.168706256
ZNF780B,0.1398,0.340844719
ZNF780A,0.1172,0.180982801
MAP3K10,0.2492,0.422738046
TTC9B,0.3419,0.501138311
CNTD2,-0.06882,0.070274622
AKT2,-0.1572,0.328456915
MIR641,-0.1147,0.116338565
C19orf47,0.1665,0.594995335
PLD3,-0.148,0.395449967
HIPK4,-0.05697,0.053449489
SERTAD1,-0.2437,0.608888386
SPTBN4,0.2455,0.443456292
NUMBL,0.02096,0.043111545
ADCK4,-0.05941,0.168002323
ITPKC,-0.05702,0.1716624
C19orf54,0.04249,0.052419251
SNRPA,-0.2897,0.597566654
EGLN2,-0.1413,0.169668007
CYP2A6,0.2381,0.271240525
CYP2G1P,-0.09912,0.096747183
CYP2B7P1,-0.454,0.613679426
CYP2S1,-0.09541,0.0970186
HNRNPUL1,-0.121,0.250031916
CCDC97,-0.04767,0.075513956
B9D2,0.2622,0.502241282
TMEM91,-0.1282,0.148925195
EXOSC5,0.03891,0.058488567
BCKDHA,0.008127,0.013183495
B3GNT8,0.3988,0.542572307
ATP5SL,-0.02952,0.047207557
RPS19,-0.3294,0.741841807
CD79A,-0.3478,0.459045191
ARHGEF1,-0.3145,0.904830649
RABAC1,-0.114,0.287855586
ATP1A3,0.2311,0.292600169
GRIK5,0.2889,0.58435902
ZNF574,0.09073,0.187287133
DEDD2,-0.112,0.138167002
ZNF526,-0.01093,0.017819254
GSK3A,0.1173,0.344477404
ERF,-0.4602,0.939679971
CIC,-0.04229,0.06469431
PAFAH1B3,0.1684,0.290051983
PRR19,-0.04394,0.067729224
TMEM145,0.244,0.330869153
MEGF8,0.1125,0.263444153
CNFN,-0.01317,0.012512494
LIPE,0.01077,0.015832873
LYPD3,-0.1117,0.167491087
PHLDB3,-0.2253,0.53670439
ETHE1,-0.2402,0.460296761
ZNF575,0.1287,0.154158093
XRCC1,0.02795,0.042488489
LOC390940,0.1326,0.197773762
IRGQ,0.2143,0.320208829
ZNF576,0.166,0.617622697
ZNF428,0.16,0.324588306
SRRM5,0.2639,0.300162274
SMG9,0.04338,0.103473783
KCNN4,-0.4057,0.555018888
LYPD5,0.1831,0.195587941
ZNF283,0.0726,0.076652344
ZNF404,-0.1171,0.256333479
LOC100505715,0.2687,0.641113796
ZNF45,0.08487,0.112270203
ZNF221,0.01843,0.019587538
ZNF155,-0.01292,0.016193358
ZNF230,0.01377,0.033905221
ZNF222,0.2036,0.837435593
ZNF284,0.09355,0.260111345
ZNF224,0.1452,0.272214826
LOC100379224,0.1237,0.133240217
ZNF225,0.1261,0.195315485
ZNF234,0.1586,0.530177984
ZNF226,-0.02983,0.054039296
ZNF227,0.0306,0.064089864
ZNF233,0.236,0.33733659
ZNF235,0.2646,0.402743717
ZFP112,0.177,0.434860848
ZNF285,0.3873,0.54622314
ZNF229,0.2465,0.349498205
ZNF180,0.1628,0.247260306
PVR,-0.06801,0.097127215
CEACAM19,0.07101,0.071706588
PVRL2,-0.1469,0.387746094
TOMM40,0.2359,0.56735134
APOC1,-0.3766,0.508778424
CLPTM1,0.1327,0.516698048
RELB,-0.27,0.466227942
CLASRP,-0.2291,0.313006434
ZNF296,-0.07197,0.080660363
GEMIN7,0.0448,0.054679159
PPP1R37,0.09616,0.200728392
TRAPPC6A,-0.02739,0.059832286
BLOC1S3,0.02542,0.035363296
EXOC3L2,-0.513,0.830325566
KLC3,0.1356,0.238147306
ERCC2,0.06147,0.130592251
PPP1R13L,-0.2528,0.390192231
CD3EAP,0.1629,0.355758414
ERCC1,-0.2302,0.626352528
RTN2,0.3242,0.86106606
PPM1N,-0.3757,0.496617937
VASP,-0.1535,0.467500414
OPA3,-0.04399,0.094581931
EML2,0.2104,0.26776712
LOC100287177,0.1284,0.128835867
GIPR,-0.08927,0.086610056
SNRPD2,-0.1753,0.403952992
QPCTL,-0.1144,0.185219854
FBXO46,0.08859,0.211760903
SIX5,-0.3116,0.485319456
DMPK,0.09307,0.135666945
DMWD,0.1201,0.315783205
SYMPK,0.02836,0.045371622
MYPOP,0.007213,0.01188716
NANOS2,0.03552,0.032545632
NOVA2,0.199,0.300422409
CCDC61,-0.1946,0.334419009
PGLYRP1,0.1382,0.151441428
IGFL4,0.3424,0.417255034
DKFZp434J0226,0.3698,0.482804102
PPP5C,0.03495,0.141402655
PNMAL1,0.04865,0.19172149
LOC100506012,-0.005143,0.006960768
PNMAL2,0.141,0.216310764
CALM3,0.164,0.435926021
GNG8,-0.4311,0.586365003
DACT3,-0.09318,0.126156467
LOC100506068,0.1174,0.155647104
PRKD2,0.07939,0.136320332
STRN4,-0.07964,0.128076968
FKRP,0.1672,0.251501873
SLC1A5,-0.4427,0.838631998
AP2S1,-0.05908,0.13578567
ARHGAP35,0.149,0.377268035
NPAS1,0.07576,0.104025268
TMEM160,0.06996,0.139302726
ZC3H4,0.1219,0.146180154
SAE1,-0.1919,0.592439151
PRR24,0.05143,0.065754119
C5AR1,0.3559,0.518557371
DHX34,0.2145,0.552841969
MEIS3,-0.02749,0.043975718
KPTN,0.1018,0.288783476
LOC100505681,-0.08317,0.145208306
NAPA,0.07663,0.174638804
ZNF541,0.3918,0.522300072
GLTSCR1,-0.05287,0.072732319
GLTSCR2,-0.3979,0.896538378
SNORD23,-0.2027,0.218388218
SEPW1,-0.0391,0.119072135
CRX,-0.4094,0.552531869
ELSPBP1,0.1851,0.239125362
PLA2G4C,0.3319,0.423083044
LIG1,-0.08724,0.121018877
CARD8,-0.178,0.57741016
LOC100505812,0.1297,0.160082224
ZNF114,0.377,0.815876646
CCDC114,0.1514,0.209222399
TMEM143,-0.02862,0.051489231
SYNGR4,-0.05266,0.051831638
KDELR1,-0.3515,0.682354457
GRIN2D,0.4705,0.759450752
GRWD1,-0.07101,0.162664132
KCNJ14,0.238,0.363411816
CYTH2,-0.2264,0.37161107
LMTK3,0.3942,0.883392256
SULT2B1,-0.3937,0.505011026
FAM83E,0.6025,0.90517962
RPL18,-0.301,0.546528766
SPHK2,0.2617,0.527682454
DBP,-0.362,0.557833914
CA11,-0.009056,0.012021084
SEC1,0.03638,0.033858267
NTN5,-0.2612,0.387746094
FUT2,-0.07928,0.106959888
MAMSTR,-0.309,0.915781313
RASIP1,-0.3133,0.541211118
FUT1,-0.05779,0.058737091
BCAT2,-0.3102,0.651111277
HSD17B14,-0.2974,0.438302467
PPP1R15A,0.102,0.147947191
NUCB1,-0.2265,0.881735274
BAX,-0.1363,0.252199909
FTL,-0.2542,0.445995679
GYS1,-0.1884,0.222210813
RUVBL2,0.1204,0.268733651
LHB,0.2881,0.377785977
CGB7,-0.2209,0.241618058
KCNA7,0.197,0.211054273
SNRNP70,-0.1979,0.231139999
PPFIA3,0.2492,0.332920795
HRC,-0.5172,0.728855682
SLC6A16,-0.2595,0.348818938
MIR4324,0.3447,0.43687504
CD37,-0.04487,0.049148541
TEAD2,-0.2909,0.442011852
LOC100507003,-0.1126,0.113114641
SLC17A7,-0.05825,0.054925512
PIH1D1,0.01477,0.021591207
SNORD33,-0.4421,0.718512112
SNORD35A,-0.1877,0.210913085
RPS11,-0.2651,0.408045445
SNORD35B,-0.2852,0.336110701
RCN3,-0.3441,0.743522794
NOSIP,-0.0332,0.064543119
PRRG2,-0.438,0.589391457
PRR12,0.1871,0.501276029
SCAF1,0.1903,0.927382523
IRF3,-0.061,0.199764211
CPT1C,0.07336,0.149231273
TSKS,0.327,0.400335221
AP2A1,-0.07948,0.193209728
FUZ,0.006124,0.009972101
MED25,-0.06402,0.153291855
LOC100506033,0.06336,0.11429962
PTOV1,0.03828,0.094258073
PNKP,-0.2331,0.631155493
AKT1S1,-0.08357,0.159266765
TBC1D17,-0.05431,0.079928876
MIR4750,-0.1415,0.154715874
IL4I1,-0.2208,0.254066842
NUP62,-0.01214,0.03002527
SIGLEC16,-0.08101,0.077689837
VRK3,-0.0232,0.046530257
ZNF473,0.1327,0.201280315
FLJ26850,0.004338,0.004057837
MYH14,-0.2266,0.282912275
NAPSB,0.4816,0.749336081
NAPSA,0.1095,0.112101512
NR1H2,0.04662,0.068033885
POLD1,-0.2062,0.41240127
MYBPC2,-0.6305,0.968591536
FAM71E1,0.1155,0.170631892
C19orf63,0.06488,0.11577123
ASPDH,0.5117,0.767766479
LRRC4B,0.02583,0.02974613
SYT3,0.2878,0.375099398
C19orf81,0.07166,0.086292086
SHANK1,0.3206,0.482012797
CLEC11A,-0.466,0.690582774
ACPT,-0.1014,0.099086932
C19orf48,-0.1619,0.229884705
SNORD88B,-0.3304,0.425390059
MGC45922,-0.06979,0.066209116
KLK4,-0.3026,0.369979149
KLK6,-0.4308,0.852323676
KLK10,-0.07346,0.069866354
KLK14,-0.05376,0.051098239
CTU1,-0.056,0.071962794
IGLON5,0.4108,0.779630368
VSIG10L,0.02339,0.035127791
CLDND2,0.2296,0.265120197
NKG7,-0.1528,0.163929191
SIGLEC10,-0.4225,0.581698709
ZNF175,0.1614,0.422278475
FLJ30403,0.3023,0.569119054
LINC00085,-0.189,0.250959731
HAS1,0.0841,0.103363569
ZNF577,0.08646,0.220764368
ZNF649,0.0679,0.110586236
ZNF350,0.3277,0.710634048
ZNF615,-0.09735,0.166024629
ZNF432,-0.05636,0.0839147
ZNF841,-0.01404,0.01899731
ZNF616,0.0638,0.111989088
ZNF836,-0.006459,0.009661145
PPP2R1A,0.01705,0.029095502
ZNF766,0.09281,0.279592599
ZNF480,0.05319,0.05173378
ZNF610,0.07687,0.152859383
ZNF880,-0.03351,0.055467979
ZNF528,0.4368,0.57626275
ZNF534,-0.379,0.532096053
ZNF578,0.1453,0.154777894
ZNF808,-0.2512,0.597051171
ZNF701,0.06084,0.087937444
ZNF137P,-0.3535,0.680269506
ZNF83,-0.159,0.1716624
ZNF611,0.07341,0.095500845
ZNF468,-0.04464,0.06469431
ZNF816,0.02889,0.031423665
ZNF702P,-0.3179,0.37934352
ZNF160,-0.127,0.407379179
ZNF415,0.06353,0.178683029
ZNF347,-0.055,0.058687375
ZNF665,-0.2493,0.339608902
ZNF677,0.0218,0.026733564
ZNF845,0.1361,0.171468993
ZNF525,-0.05554,0.056060536
ZNF765,0.06194,0.062181315
ZNF761,-0.2172,0.545460015
LOC147804,-0.02614,0.035646071
ZNF813,-0.06825,0.082231998
ZNF331,-0.04473,0.078677756
NLRP12,-0.209,0.239200688
PRKCG,-0.0821,0.078729814
CACNG7,-0.08199,0.082809691
CACNG8,0.03564,0.040910886
CACNG6,-0.4978,0.747632486
OSCAR,-0.4286,0.594824454
NDUFA3,-0.03725,0.089375595
TFPT,0.1138,0.237471478
PRPF31,-0.04628,0.102153068
CNOT3,-0.07335,0.203148251
LENG1,0.1571,0.330497166
MBOAT7,-0.06196,0.229074385
TSEN34,-0.1797,0.684029655
RPS9,-0.3984,0.931072388
LILRB3,-0.4764,0.655214877
LILRA6,0.05876,0.055221319
TTYH1,0.1036,0.326979093
LENG8,-0.1484,0.151749285
LENG9,-0.2546,0.302770657
NLRP2,-0.03338,0.033248336
GP6,-0.007236,0.006475597
RDH13,0.1808,0.463567824
EPS8L1,0.2008,0.390832626
PPP1R12C,-0.2359,0.518557371
TNNI3,-0.1267,0.169154808
SYT5,0.1581,0.276708554
PTPRH,0.01103,0.010817249
TMEM86B,0.2412,0.351152292
HSPBP1,0.1585,0.286929674
BRSK1,0.2737,0.41128022
SUV420H2,0.08543,0.103970088
COX6B2,-0.3324,0.515273196
FAM71E2,-0.09514,0.096584414
TMEM190,-0.4235,0.557206774
TMEM238,-0.4578,0.627087997
RPL28,-0.3996,0.844663963
UBE2S,-0.2286,0.411616232
SHISA7,0.2942,0.612610174
ISOC2,-0.004786,0.01014989
ZNF628,0.2804,0.773915884
NAT14,0.01346,0.034422042
ZNF579,0.02815,0.038863783
FIZ1,0.05725,0.181510178
ZNF524,0.01289,0.018815863
ZNF865,0.1953,0.442372512
ZNF784,0.1952,0.357041121
ZNF580,-0.1386,0.326242063
ZNF581,-0.3676,0.581864502
CCDC106,0.05718,0.15701653
U2AF2,-0.0639,0.129537568
EPN1,0.04214,0.129303542
NLRP9,-0.3128,0.37161107
ZNF787,0.01837,0.027426919
ZNF444,0.01751,0.030677294
ZSCAN5B,0.1016,0.100617294
ZSCAN5A,0.05202,0.050805226
ZNF542,0.1033,0.161780778
ZNF582,0.2522,0.643782866
LOC386758,0.04513,0.052909536
ZNF583,0.1716,0.206488994
ZNF667,0.4695,0.669383333
LOC100128252,0.1362,0.17685194
ZNF471,0.2686,0.394910538
ZNF470,0.06546,0.079772289
ZNF71,0.1968,0.467755356
LOC147670,0.442,0.777283529
ZNF835,0.2275,0.436993813
ZNF264,0.1695,0.286761538
AURKC,0.1047,0.103473783
ZNF543,0.1476,0.22184875
ZNF304,0.1411,0.91649738
TRAPPC2P1,0.09968,0.184023999
ZNF548,0.05492,0.158890916
ZNF17,0.1231,0.436518915
ZNF749,0.1754,0.655018586
VN1R1,0.3096,0.443215218
ZNF772,0.2609,0.448184178
ZNF419,0.004591,0.008773924
ZNF549,0.1784,0.228559513
ZNF550,0.02909,0.04124505
ZNF416,0.3006,0.488383979
ZIK1,0.1781,0.260427656
ZNF530,0.06698,0.099032376
ZNF134,0.107,0.416461181
ZNF211,0.03272,0.082022117
ZSCAN4,0.2104,0.25266589
ZNF551,0.08132,0.135726303
ZNF154,-0.2226,0.293623644
ZNF671,0.141,0.217527376
ZNF776,0.0472,0.098650675
ZNF586,-0.2399,0.447575154
ZNF552,0.1447,0.213106675
FKBP1AP1,-0.429,0.863913903
ZNF587B,0.2522,0.345919765
ZNF587,0.03319,0.055319966
ZNF814,-0.01466,0.030304589
ZNF417,-0.003591,0.00665196
ZNF418,0.04107,0.057148993
ZNF256,0.08479,0.171340103
C19orf18,-0.5491,0.845576027
ZNF606,0.1751,0.307946635
LOC100128398,0.2183,0.305307074
ZSCAN1,-0.03166,0.030537492
ZNF135,-0.1821,0.19368433
ZSCAN18,0.09165,0.266481749
ZNF544,0.01413,0.023374948
ZNF8,0.05251,0.069866354
ZSCAN22,0.1348,0.289797985
A1BG,-0.302,0.709520187
A1BG-AS1,-0.1683,0.252743603
ZNF497,0.05756,0.076496933
ZNF837,0.04675,0.05843888
RPS5,-0.2325,0.379031564
ZNF584,0.2205,0.829444941
ZNF446,0.02244,0.039101323
